,fpr,tpr,ppv,acc,npv,LR+,LR-,threshold,tpr_upper,ppv_upper,acc_upper,npv_upper,LR+_upper,LR-_upper,threshold_upper,tpr_lower,ppv_lower,acc_lower,npv_lower,LR+_lower,LR-_lower,threshold_lower,AUC,AUC_upper,AUC_lower,n_pos,n_neg,n_total,prevalence_in_data,prevalence_preset,prevalence
0,0.0,0.0,0.8082034244197327,0.9132778049975502,0.9132778049975502,16.516241072095955,1.0,inf,0.0,0.8614450214861965,0.9132778049975502,0.9132778049975502,22.78695892871158,1.0,0.08575649452767034,0.0,0.754961827353269,0.9132778049975502,0.9132778049975502,10.245523215480329,1.0,0.08575649452767034,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
10,0.01,0.145682001614205,0.5921697560406239,0.9166550010499055,0.9242563190091888,14.5682001614205,0.8629474731169646,0.11885628115246559,0.1653257863244972,0.6108775927331008,0.9184824420281411,0.9258755038374781,16.53257863244972,0.8431052663388917,0.11885628115246559,0.1260382169039128,0.573461919348147,0.9150753377716769,0.9226563635701152,12.603821690391278,0.8827896798950375,0.11885628115246559,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
20,0.02,0.24213075060532688,0.5335027067985278,0.915622593966543,0.9315661624087641,12.106537530266344,0.7733359687700747,0.09067472675123535,0.26598328632842533,0.5580793800223979,0.9180789033219653,0.9336000006708285,13.299164316421265,0.7489966466036477,0.09067472675123535,0.21827821488222843,0.5089260335746579,0.9139418148134024,0.9295884029705177,10.913910744111421,0.7976752909365016,0.09067472675123535,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
30,0.03,0.2953995157384988,0.4823126858503859,0.9114159725624693,0.935476545832565,9.846650524616628,0.7263922518159807,0.07611211982383068,0.3208027372971046,0.5038246164895707,0.9137001883888228,0.9376559428228499,10.693424576570154,0.7002033636112324,0.07611211982383068,0.269996294179893,0.4608007552112011,0.9092941421214311,0.9333034227287281,8.9998764726631,0.7525811400207288,0.07611211982383068,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
40,0.04,0.34989507667473774,0.4530899604477672,0.906393224609785,0.9395528401655295,8.747376916868443,0.6771926284638149,0.0648213462387405,0.3764517139109834,0.4719245805126881,0.9093934117404429,0.941905685243789,9.411292847774586,0.649529464676059,0.0648213462387405,0.32333843943849205,0.43425534038284636,0.9047873119944209,0.937267690345414,8.0834609859623,0.7048557922515708,0.0648213462387405,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
50,0.05,0.3883131557707829,0.4239408787237905,0.9010177084062433,0.9424233602504398,7.766263115415658,0.6438808886623338,0.059007850309642194,0.4154505447698189,0.4410283279356072,0.9036426979050748,0.9447968992764766,8.309010895396378,0.6153152160317696,0.059007850309642194,0.3611757667717469,0.40685342951197373,0.8989358700238114,0.9399789922421254,7.2235153354349375,0.672446561292898,0.059007850309642194,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
60,0.06,0.4267312348668281,0.4027064403455838,0.8956421922027017,0.94529388033535,7.112187247780469,0.6098603884395446,0.05319435438054388,0.45427154292832694,0.4182455640571143,0.8978765620275913,0.9477518695302592,7.571192382138783,0.5805621883741203,0.05319435438054388,0.3991909268053293,0.38716731663405324,0.8930998500953176,0.9427801869726743,6.653182113422155,0.6391585885049689,0.05319435438054388,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
70,0.07,0.46253699219800914,0.3852107557685378,0.8891358111103334,0.9479678716753371,6.6076713171144155,0.5779172126903128,0.04879999292333917,0.49029958114131594,0.3994376195291055,0.8918682145330783,0.9505318061664954,7.004279730590227,0.548064966514714,0.04879999292333917,0.43477440325470235,0.37098389200797016,0.8870529492288497,0.9454369305646161,6.211062903638604,0.6077694588659116,0.04879999292333917,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
80,0.08,0.4904078971875582,0.3676514326795679,0.882604411756788,0.9500307983980153,6.130098714844477,0.553904459578741,0.0457158524146144,0.5182436204356474,0.3808571960151132,0.885158804907942,0.9526312598743968,6.4780452554455925,0.5236482386569049,0.0457158524146144,0.462572173939469,0.35444566934402255,0.8803308548688319,0.9474450403981488,5.782152174243362,0.5841606805005771,0.0457158524146144,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
90,0.09,0.5171509281678773,0.35278320293511645,0.8754024637782599,0.9520061494245408,5.7461214240875265,0.5306033756396953,0.04275125056803151,0.5449753912404904,0.3650761072191465,0.8783442646984648,0.9546711551494717,6.0552821248943385,0.5000270425928677,0.04275125056803151,0.48932646509526423,0.3404902986510863,0.8735182676736216,0.9494079605970006,5.436960723280714,0.5611797086865228,0.04275125056803151,0.8293075060532686,0.8451582754061675,0.81345673670037,1239,13048,14287,0.08672219500244978,0,0.08672219500244978
