bin,n,cases,mean_pred,obs_rate,obs_rate_lo,obs_rate_hi,prob_min,prob_max
0,2977,3,0.0004724834630787924,0.001007725898555593,0.00034277560570065654,0.0029587950939324896,0.00047248346307879227,0.00047248346307879227
1,2977,1,0.0004724834630787924,0.0003359086328518643,5.9298583067507525e-05,0.0019003691488101797,0.00047248346307879227,0.00047248346307879227
2,2977,3,0.0004724834630787924,0.001007725898555593,0.00034277560570065654,0.0029587950939324896,0.00047248346307879227,0.00047248346307879227
3,2976,2,0.0004724834630787924,0.0006720430107526882,0.0001843177836747911,0.002447184237173483,0.00047248346307879227,0.00047248346307879227
4,2977,1,0.00047524129691714706,0.0003359086328518643,5.9298583067507525e-05,0.0019003691488101797,0.00047248346307879227,0.0004961436110234091
5,2977,4,0.0004961436110234091,0.0013436345314074571,0.0005226334207451082,0.0034498887627657667,0.0004961436110234091,0.0004961436110234091
6,2977,2,0.0004961436110234091,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0004961436110234091,0.0004961436110234091
7,2976,6,0.0007648041788453681,0.0020161290322580645,0.0009243274096140514,0.004391881200680122,0.0004961436110234091,0.0009352066806764295
19,2977,2,0.0009352066806764295,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0009352066806764295,0.0009352066806764295
20,2977,0,0.0009352066806764295,0.0,0.0,0.0012887162479999579,0.0009352066806764295,0.0009352066806764295
21,2977,1,0.0009352066806764295,0.0003359086328518643,5.9298583067507525e-05,0.0019003691488101797,0.0009352066806764295,0.0009352066806764295
25,2976,2,0.0009352066806764295,0.0006720430107526882,0.0001843177836747911,0.002447184237173483,0.0009352066806764295,0.0009352066806764295
23,2977,2,0.0009352066806764295,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0009352066806764295,0.0009352066806764295
24,2977,1,0.0009352066806764295,0.0003359086328518643,5.9298583067507525e-05,0.0019003691488101797,0.0009352066806764295,0.0009352066806764295
18,2976,2,0.0009352066806764295,0.0006720430107526882,0.0001843177836747911,0.002447184237173483,0.0009352066806764295,0.0009352066806764295
22,2976,3,0.0009352066806764295,0.0010080645161290322,0.0003428908051314938,0.0029597878630782544,0.0009352066806764295,0.0009352066806764295
17,2977,2,0.0009352066806764295,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0009352066806764295,0.0009352066806764295
26,2977,5,0.0009352066806764295,0.0016795431642593216,0.0007176071696111204,0.003925866497777484,0.0009352066806764295,0.0009352066806764295
15,2977,2,0.0009352066806764295,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0009352066806764295,0.0009352066806764295
14,2976,3,0.0009352066806764295,0.0010080645161290322,0.0003428908051314938,0.0029597878630782544,0.0009352066806764295,0.0009352066806764295
13,2977,3,0.0009352066806764295,0.001007725898555593,0.00034277560570065654,0.0029587950939324896,0.0009352066806764295,0.0009352066806764295
12,2977,1,0.0009352066806764295,0.0003359086328518643,5.9298583067507525e-05,0.0019003691488101797,0.0009352066806764295,0.0009352066806764295
11,2976,1,0.0009352066806764295,0.0003360215053763441,5.931850949400508e-05,0.0019010068639927938,0.0009352066806764295,0.0009352066806764295
10,2977,4,0.0009352066806764295,0.0013436345314074571,0.0005226334207451082,0.0034498887627657667,0.0009352066806764295,0.0009352066806764295
9,2977,0,0.0009352066806764295,0.0,0.0,0.0012887162479999579,0.0009352066806764295,0.0009352066806764295
8,2977,3,0.0009352066806764295,0.001007725898555593,0.00034277560570065654,0.0029587950939324896,0.0009352066806764295,0.0009352066806764295
16,2977,3,0.0009352066806764295,0.001007725898555593,0.00034277560570065654,0.0029587950939324896,0.0009352066806764295,0.0009352066806764295
27,2977,2,0.0009422278115314485,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0009352066806764295,0.0009671179883945841
28,2977,1,0.0009671179883945843,0.0003359086328518643,5.9298583067507525e-05,0.0019003691488101797,0.0009671179883945841,0.0009671179883945841
29,2976,2,0.0009671179883945843,0.0006720430107526882,0.0001843177836747911,0.002447184237173483,0.0009671179883945841,0.0009671179883945841
30,2977,4,0.0011689970181216543,0.0013436345314074571,0.0005226334207451082,0.0034498887627657667,0.0009671179883945841,0.0012527614634409183
44,2976,4,0.0012527614634409187,0.0013440860215053765,0.0005228090772346327,0.003451046238336591,0.0012527614634409183,0.0012527614634409183
43,2977,2,0.0012527614634409187,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0012527614634409183,0.0012527614634409183
42,2977,3,0.0012527614634409187,0.001007725898555593,0.00034277560570065654,0.0029587950939324896,0.0012527614634409183,0.0012527614634409183
41,2977,2,0.0012527614634409187,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0012527614634409183,0.0012527614634409183
45,2977,4,0.0012527614634409187,0.0013436345314074571,0.0005226334207451082,0.0034498887627657667,0.0012527614634409183,0.0012527614634409183
40,2976,5,0.0012527614634409187,0.0016801075268817205,0.0007178483705828776,0.003927183592349821,0.0012527614634409183,0.0012527614634409183
39,2977,2,0.0012527614634409187,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0012527614634409183,0.0012527614634409183
35,2977,2,0.0012527614634409187,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0012527614634409183,0.0012527614634409183
37,2976,6,0.0012527614634409187,0.0020161290322580645,0.0009243274096140514,0.004391881200680122,0.0012527614634409183,0.0012527614634409183
36,2977,7,0.0012527614634409187,0.0023513604299630502,0.0011394714731419683,0.004845905162002095,0.0012527614634409183,0.0012527614634409183
34,2977,1,0.0012527614634409187,0.0003359086328518643,5.9298583067507525e-05,0.0019003691488101797,0.0012527614634409183,0.0012527614634409183
33,2976,1,0.0012527614634409187,0.0003360215053763441,5.931850949400508e-05,0.0019010068639927938,0.0012527614634409183,0.0012527614634409183
32,2977,5,0.0012527614634409187,0.0016795431642593216,0.0007176071696111204,0.003925866497777484,0.0012527614634409183,0.0012527614634409183
31,2977,2,0.0012527614634409187,0.0006718172657037286,0.00018425586324095802,0.0024463633525144586,0.0012527614634409183,0.0012527614634409183
38,2977,7,0.0012527614634409187,0.0023513604299630502,0.0011394714731419683,0.004845905162002095,0.0012527614634409183,0.0012527614634409183
46,2977,6,0.0012530568759749141,0.002015451797111186,0.0009240168133963418,0.0043904083378699926,0.0012527614634409183,0.0013993353157250306
47,2977,3,0.0015731310616253257,0.001007725898555593,0.00034277560570065654,0.0029587950939324896,0.0013993353157250306,0.0018865198124719028
56,2977,7,0.0018865198124719022,0.0023513604299630502,0.0011394714731419683,0.004845905162002095,0.0018865198124719028,0.0018865198124719028
60,2977,6,0.0018865198124719022,0.002015451797111186,0.0009240168133963418,0.0043904083378699926,0.0018865198124719028,0.0018865198124719028
59,2976,7,0.0018865198124719022,0.0023521505376344087,0.00113985451180905,0.004847530745846598,0.0018865198124719028,0.0018865198124719028
58,2977,5,0.0018865198124719022,0.0016795431642593216,0.0007176071696111204,0.003925866497777484,0.0018865198124719028,0.0018865198124719028
57,2977,7,0.0018865198124719022,0.0023513604299630502,0.0011394714731419683,0.004845905162002095,0.0018865198124719028,0.0018865198124719028
55,2976,7,0.0018865198124719022,0.0023521505376344087,0.00113985451180905,0.004847530745846598,0.0018865198124719028,0.0018865198124719028
49,2977,11,0.0018865198124719022,0.003694994961370507,0.002064505676049834,0.006604676894605147,0.0018865198124719028,0.0018865198124719028
53,2977,4,0.0018865198124719022,0.0013436345314074571,0.0005226334207451082,0.0034498887627657667,0.0018865198124719028,0.0018865198124719028
52,2977,4,0.0018865198124719022,0.0013436345314074571,0.0005226334207451082,0.0034498887627657667,0.0018865198124719028,0.0018865198124719028
51,2976,5,0.0018865198124719022,0.0016801075268817205,0.0007178483705828776,0.003927183592349821,0.0018865198124719028,0.0018865198124719028
50,2977,3,0.0018865198124719022,0.001007725898555593,0.00034277560570065654,0.0029587950939324896,0.0018865198124719028,0.0018865198124719028
54,2977,8,0.0018865198124719022,0.0026872690628149142,0.0013623137737763702,0.005294014345245422,0.0018865198124719028,0.0018865198124719028
48,2976,4,0.0018865198124719022,0.0013440860215053765,0.0005228090772346327,0.003451046238336591,0.0018865198124719028,0.0018865198124719028
61,2977,9,0.0020415854840180213,0.0030231776956667787,0.0015913387686446127,0.005735940834254909,0.0018865198124719028,0.0022983222247759134
62,2976,9,0.0025612804183802735,0.0030241935483870967,0.0015918737573682052,0.005737864795010392,0.0022983222247759134,0.002582168283595854
63,2977,5,0.002582168283595854,0.0016795431642593216,0.0007176071696111204,0.003925866497777484,0.002582168283595854,0.002582168283595854
64,2977,4,0.002582168283595854,0.0013436345314074571,0.0005226334207451082,0.0034498887627657667,0.002582168283595854,0.002582168283595854
65,2977,6,0.003024368616684038,0.002015451797111186,0.0009240168133963418,0.0043904083378699926,0.002582168283595854,0.0030739241265557056
66,2976,8,0.003073924126555705,0.002688172043010753,0.0013627717449783499,0.005295790160038774,0.0030739241265557056,0.0030739241265557056
67,2977,9,0.0030739241265557056,0.0030231776956667787,0.0015913387686446127,0.005735940834254909,0.0030739241265557056,0.0030739241265557056
68,2977,8,0.0031501019607329535,0.0026872690628149142,0.0013623137737763702,0.005294014345245422,0.0030739241265557056,0.0031587022246288526
